omit,author_date,doi,earliestyear_sampled,latestyear_sampled,method,method_specific,volume_measure,river_ocean,lowestsize_mm,lowest_mesh,vol_L,vol_source,uppersize_mm,Cavg.L,Csd.L,num_samples,total_particles_collected,separation,primary_id,secondary_id,highest_id,no_particles_secondary,validation_rate,top_shape,excluded_particles,topsize_bottom_mm,topsize_upper_mm,avg_size_mm,top_polymer,second_polymer,top_color,second_color,location,lat,long,waterblanks,airblanks,blanks_subtracted,comment
0,Zhang 2020,https://doi.org/10.1016/j.scitotenv.2019.134768,2018,2018,grab,bulk,vessel,marine,0.05,sieve,10,given,5,0.458333333,0.172986249,12,55,WPO,stereomicroscope,ftir,ftir,32,0.84375,fiber,,0.5,1,,polyethylene:propylene:diene,polypropylene,blue,clear,Ma'an Archipelago,30.77327187,122.7479372,3,0,no,30L bucket poured into 2 10L cylinders. microFTIR
0,Chen 2020,https://doi.org/10.1016/j.marpolbul.2020.111655,2018,2018,pump,pump,not mentioned,marine,0.004,mesh,20,given,5,1.594,,81,830,WPO,microscope,ftir,ftir,,,fiber,,0.3,5,,polyester,polyethylene terephthalate,white,yellow,Longjiao Bay,24.24257575,118.0934235,6,0,yes,mariculture ponds sampled. microFTIR
0,Hung 2020,https://doi.org/10.1002/ieam.4325,2017,2018,grab,bulk,vessel,marine,0.02,filter,1,given,5,2.84,1.496681746,9,,none,dissection microscope,none,visual,,,fiber,,0.02,0.045,,,,,,San Francisco Bay,37.814,-122.492,5,,yes,grabbed site-by-site concentrations from figure 3 and averaged them. Paper corrects reported values by blanks
0,Hung 2020,https://doi.org/10.1002/ieam.4325,2017,2018,pump,pump,vessel,marine,0.02,sieve,9.6,given,5,23.4375,,1,,none,dissection microscope,none,visual,,,fiber,,,,,,,clear,,San Francisco Bay,37.814,-122.492,1,,yes,only one pump sample included in paper results due to contamination. Volume and concentration from supp materials. Paper corrects reported values by blanks
0,Scircle 2020,https://doi-org/10.1002/etc.4698,2019,2019,grab,bulk,vessel,river,0.03,sieve,1,given,1,44.36842105,,32,,WPO,Nile Red,ftir,ftir,,,fragment,,,,,polyester,polypropylene,,,Mississippi Basin,38.58306733,-90.2115348,12,>1,no,full study average
0,Simmerman 2019,https://doi.org/10.1002/lol2.10138,2019,2019,grab,bulk,vessel,river,0.0004,sieve,1,given,,1682.333333,,11,,WPO,nile red,nile red,nile red,,,,,0.0004,0.05,,,,,,Kinnickinnic River,44.87795029,-92.61706892,10,0,yes,"mean taken from supplementary materials table. Ridiculous concentration, but it's published so…"
0,Kabir 2020,https://doi.org/10.2965/jwet.19-127,2018,2019,grab,bulk,vessel,marine,0.001,sieve,1,given,,57.46,,18,,WPO,dissecting,ftir,ftir,,,fragment,,0.001,1,,polyethylene terephthalate,polyethylene,clear,green,Sea of Japan,33.88217405,131.3814548,>1,0,no,all values given (sea surface water only--no sediment values included here)
0,Wu 2019,https://doi.org/10.1039/C9EM00148D,,2019,pump,teflon pump,vessel,estuary,0.048,sieve,20,given,5,1.13685,,12,,WPO,stereomicroscope,ftir,ftir,27,0.925925926,fiber,,0.3,1,,polypropylene,polyethylene,red,,Bohai Bay,38.99613248,117.7917191,3,0,no,averaged averages for surface water of two estuaries in one bay. Depth of .3m. (subsurface???). Atr-ftir representative. 
0,Mao 2020,https://doi.org/10.1016/j.scitotenv.2020.137820,2019,2019,grab,bucket+handnet,vessel,lake,0.075,sieve,20,given,5,5.865555556,,27,9497,WPO,metallographic,ftir,ftir,100,0.89,fiber,,0.075,0.5,,polystyrene,polypropylene,,,Wuliangsuhai Lake,40.94439585,108.8808968,1,0,yes,atr-ftir. 3 samples at each point. Omited river values. Volume given. Concentration estimated from figure s1 along with two values given as concentration range.
0,Han 2020,https://doi.org/10.1016/j.scitotenv.2019.135601,2018,2019,grab,bulk,vessel,river,0.05,sieve,5,given,,713.5,,30,,WPO,optical electron microscope,ftir,ftir,,1,fiber,,0.1,0.2,,polyethylene,polypropylene,clear,,Yellow River,37.75,118.774,0,0,no,averaged dry & wet season averages. Atr-ftir
0,Li 2020,https://doi.org/10.1186/s12302-020-0297-7,2019,2019,pump, centrifugal pump,not mentioned,estuary,0.3,sieve,105.9,averaged,5,0.041091667,0.069853268,12,51,WPO,stereomicroscope,ftir,ftir,,,fragment,,0.3,1,,polyethylene,polyethylene terephthalate,white,,Yangtze Estuary,31.67789063,121.5249006,1,1,none,I only pull out surface water. All rivers averaged. Volume & concentration from supp materials. Microftir
0,Rasta 2020,https://doi.org/10.1016/j.marpolbul.2020.111541,2018,2019,net,conical,GPS distance,wetland,0.35,mesh,51000,averaged,5,0.0015125,,36,,density,stereomicroscope,ftir,ftir,26,,fiber,,1,2,,polypropylene,polyethylene,red,black,Anzali Wetland,37.46445423,49.46839593,>1,0,no,"triplicate samples. Average filtered volume given. No GPS mentioned, but assuming this is how they got ""length of surface water towed"""
0,Egessa 2020,https://doi.org/10.1016/j.scitotenv.2020.140201,2019,2019,net,manta,mechanical flowmeter,lake,0.3,mesh,46220,given,4.9,0.000789,,24,795,WPO,stereomicroscope,ftir,ftir,162,0.203773585,fragment,,0.3,0.9,,polyethylene,polypropylene,clear,blue,Lake Victoria,-0.127,32.387,0,>1,none,"volume, concentration, and number from supplementary materials"
0,Wakkaf 2020,https://doi.org/10.1016/j.marpolbul.2020.111625,2019,2019,pump,pump,not mentioned,lagoon,0.3,sieve,20,given,,0.453,0.3352,84,761,density,stereomicroscope,ftir,ftir,,,fiber,,,,,polyester,polypropylene,white,clear,Bizerte lagoon,37.19571587,9.853569209,0,1,no,atr-ftir
?,Abeynayaka 2020,https://doi.org/10.3390/w12071903,2018,2019,net,,,river,0.3,,10000,given,,0.00165,,95,,,,,,,,,,,,,,,,,,,,,,,looked only at basic planton net's results (ignored two other fancy nets). Looked only at .3mm mesh size (.1 also included in paper)
?,Yin 2019,https://doi.org/10.3390/ijerph16091650,2019,2019,grab,,,lake,0.045,,40,given,5,4.242375,,24,,,steromicroscope,Raman,,80,0.975,fiber,,0.05,0.5,,polypropylene,polyethylene,clear,,Changsha,28.206,112.948,,,,"averaged all lakes. Assumed grab, but could be pump! SEM to assess surface characteristics"
x,Selvam 2021,https://doi.org/10.1016/j.jhazmat.2020.123786,2019,2019,pump,teflon pump,not mentioned,estuary,0.05,sieve,2.518,averaged,,1.805,,20,,WPO,stereomicroscope,FTIR,,140,0.8,fiber,,2,5,,polyamide,polyethylene,blue,white,Punnakayal river,8.614444187,77.92174285,3,,no,"volumes and concentrations given in table 2. Problematic: Table 2 item total / volume given don't equate to particles/L volume value. in text says sample volumes were 20L though, so that's confusing. Polyamide = nylon"
0,Scherer 2020,https://doi.org/10.1016/j.scitotenv.2020.139866,,2020,net,conical,mechanical flowmeter,river,0.15,mesh,12810,averaged,5,0.00557,0.00433,10,584,KOH,stereomicroscope,ftir,ftir,41,0.95,fiber,,0.15,1,,polyethylene,polypropylene,clear,blue,Elbe River,53.29094922,10.75106274,3,>1,yes,"Elbe river. No sampling date given. Used ""apstein plankton net""."
?,Rodrigues 2018,https://doi.org/10.1016/j.scitotenv.2018.03.233,,,pump,,,river,0.055,,1200,given,,0.255416667,,6,,,,,,,,,,,,,,,,,,,,,,,combines bottom water and surface water. Should this study be included? My calculated concentration assumes table 2 has items/m3 on denominator
?,Ebere 2019,doi.org/10.5620/eaht.e2019012,,,grab,,,river,0.011,filter,1,given,,966.2,433.9852532,30,,,stereomicroscope,none,,0,0,fragment,,,,,,,,,,,,,,,are methods sound? rainy season. 5 rivers averaged. 30 1L grabs composit for each sample. Averaged concentrations from table 6
??,Cole 2015,https://doi.org/10.1038/srep04528,,,net,,,marine,0.2,,138200,averaged,,0.00027,,4,,,,,,,,,,,,,,,,,,,,,,,replicate net samples were taken at two sites
x,Dubaish 2013,https://doi.org/10.1007/s11270-012-1352-9,,,grab,,,marine,0.0012,,0.1,given,NOT,SURE,WHAT ,,,,,,,,,,,,,,,,,,,,,,,,METHODS
x,Gewert 2017,,,,net,,,marine,0.335,,NO VOLUME AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,10x higher concentrations near Stockholm than in offshore areas
x,Maes 2017,,,,net,,,marine,,,NO VOLUME AVAILABLE,,,,,152,,,,,,,,,,,,,,,,,,,,,,,
x,Tsang 2017,https://doi.org/10.1016/j.marpolbul.2016.11.003,,,net,,,marine,,,NO NET DIMENSIIONS GIVEN,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
x,schmidt,https://doi-org.proxy.library.cornell.edu/10.1021/acs.est.7b02368,,,grab,,,river,0.02,,2.2,given,incomlete information on total volume/sample,,,60,,,,,,,,,,,,,,,,,,,,,,,used niskin bottle for grab
x,lahens,,,,mixed methods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,estahbanati,,,,no volume possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,hoeltin microbial community paper,,,,no volume possible,,,net,river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,McCormick 2016,,,, no volume possible,,,net,river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,hoellein 2017,,,,no volume possible,,,net,river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,moore 2011,,,,no volume possible,,,net,river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,Scircle 2020,https://doi-org.proxy.library.cornell.edu/10.1002/etc.4698,,,grab,,,river,0.03,,1,given,,45.5,,6,,,,,,,,,,,,,,,,,,,,,,,illinois
x,Scircle 2020,https://doi-org.proxy.library.cornell.edu/10.1002/etc.4698,,,grab,,,river,0.03,,1,given,,44,,6,,,,,,,,,,,,,,,,,,,,,,,"mississippi, st louis"
x,Scircle 2020,https://doi-org.proxy.library.cornell.edu/10.1002/etc.4698,,,grab,,,river,0.03,,1,given,,65,,6,,,,,,,,,,,,,,,,,,,,,,,ohio
x,Scircle 2020,https://doi-org.proxy.library.cornell.edu/10.1002/etc.4698,,,grab,,,river,0.03,,1,given,,24.5,,5,,,,,,,,,,,,,,,,,,,,,,,tennessee
x,Scircle 2020,https://doi-org.proxy.library.cornell.edu/10.1002/etc.4698,,,grab,,,river,0.03,,1,given,,30.5,,6,,,,,,,,,,,,,,,,,,,,,,,"mississippi, memphis"
x,Scircle 2020,https://doi-org.proxy.library.cornell.edu/10.1002/etc.4698,,,grab,,,river,0.03,,1,given,,15,,4,,,,,,,,,,,,,,,,,,,,,,,"mississippi, greenville"
x,Scircle 2020,https://doi-org.proxy.library.cornell.edu/10.1002/etc.4698,,,grab,,,river,0.03,,1,given,,59,,6,,,,,,,,,,,,,,,,,,,,,,,yazoo
x,Scircle 2020,https://doi-org.proxy.library.cornell.edu/10.1002/etc.4698,,,grab,,,river,0.03,,1,given,,60.5,,6,,,,,,,,,,,,,,,,,,,,,,,"mississippi, vicksburg"
x,Scircle 2020,https://doi-org.proxy.library.cornell.edu/10.1002/etc.4698,,,grab,,,river,0.03,,1,given,,38,,6,,,,,,,,,,,,,,,,,,,,,,,"mississippi, natchez"
x,Scircle 2020,https://doi-org.proxy.library.cornell.edu/10.1002/etc.4698,,,grab,,,river,0.03,,1,given,,47,,7,,,,,,,,,,,,,,,,,,,,,,,"mississippi, new orleans"
x,Scircle 2020,https://doi-org.proxy.library.cornell.edu/10.1002/etc.4698,,,pump,transfer pump,,river,0.1,mesh,360,given,1,,,,,,Nile Red,FTIR,,,,,,,,,,,,,Mississippi Basin,,,12,>1,no,full study average
x,Lechner 2014,,,,no volume possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,Zhao 2015,http://dx.doi.org/10.1016/j.envpol.2015.08.027 0,,,pump,,,marine,0.333,,20,,5,SUBSURFACE SAMPLE,,,,,,,,,,,,,,,,,,,,,,,,,"estuary, ""subsurface"", 30cm water depth. Include or not?"
x,Pan 2019,https://doi.org/10.1016/j.scitotenv.2018.09.244,,,net,,,marine,,,no volume possible (concentrations in km2 and no net dimensions),,,,,,,,,,,,,,,,,,,,,,,,,,,,"given in items/km2, no net depth given. Average area sampled = 4784.533m2"
x,Rowley 2020,,,,,,,river,0.25,,no volume available,,5,surface water concentration not separated,,,,,,,,,,,,,,,,,,,,,,,,,"Thames, surface & at depth concentrations combined"
x,Yan 2019,https://doi.org/10.1016/j.chemosphere.2018.11.093,,,grab,,,estuary,0.05,,20,given,5,8.902,,52,,,,,,,,,,,,,,,,,,,,,,,"linked coauthors to figure out what sampling method typically used: ""5L container"" https://www-sciencedirect-com.proxy.library.cornell.edu/science/article/pii/S0269749119331288?via%3Dihub"
x,Mintenig 2020,https://doi.org/10.1016/j.watres.2020.115723,,,pump,,,in,too confusing with sample volumes differing by size but concentration being reported cumulatively,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all volumes and concentrations reported by site in supp materials
x,Kay 2018,https://doi.org/10.1007/s11356-018-2070-7,,,net,,,river,0.3,,No volume possible (missing river velocity),,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,Law 2010,,,,net,,,marine,0.335,,463000,,,No good concentration to be found (also check law 2014,,,,,,,,,,,,,,,,,,,,,,,,,supp materials says to divide by 1/2 of net opening to get items/km3 instead of /km2 as is reported
x,Beer 2018,https://doi.org/10.1016/j.scitotenv.2017.10.101,,,net,,,marine,0.15,,,,NOT JUST SURFACE :'(,0.00021,0.00015,97,,,,,,,,,,,,,,,,,,,,,,,samples from 1991-2015. combined bottom-to-top water. 
x,McEachern 2019,https://doi.org/10.1016/j.marpolbul.2019.07.068,,,net,,,marine,0.33,,353429.1735,"calculated, distance",,0.0045,0.0023,,,,,,,,,,,,,,,,,,,,,,,,1-2m below surface
x,McEachern 2019,https://doi.org/10.1016/j.marpolbul.2019.07.068,,,grab,,,marine,0.0012,,1,given,,0.00094,0.00052,,,,,,,,,,,,,,,,,,,,,,,,1m below surface with van dorn sampler.
x,Lindeque 2020,https://doi.org/10.1016/j.envpol.2020.114721,,,net,,,,"could use. But is a comparison between 3 mesh sizes, which gets complicated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,Miller 2017,http://dx.doi.org/10.1016/j.marpolbul.2017.07.028,,,grab,,,river,0.00045,,3,given,9.6,0.98,,,,,,,,,,,,,,,,,,,,,,,,,looks at fibers only :(
x,Dris 2018,,,,net,,,river,0.08,,,,can't find all the info,,,,,,,,,,,,,,,,,,,,,,,,,,
x,Pariatamby 2020,https://doi.org/10.5614/j.eng.technol.sci.2020.52.2.7,,,net,,,river,0.1,,no volume bc no river velocity,,,,,,,,,,,,,,,,,,,,,,,,,,,,ignored mangrove. Averaged two river samples
x,Leads 2019,https://doi.org/10.1016/j.marpolbul.2019.06.061,,,,,,sml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,Dehm 2020,https://doi.org/10.1016/j.marpolbul.2020.111239,,,grab,,,marine,subsurface :( 0.6m deep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,Ng 2006,https://doi.org/10.1016/j.marpolbul.2005.11.017,,,,,,marine,subsurface & sml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,Amelineau 2016,https://doi.org/10.1016/j.envpol.2016.09.017,,,,,,not surface level,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,
x,Desforges 2014,https://doi.org/10.1016/j.marpolbul.2013.12.035,,,net,,,marine,,,,,subsurface :(,,,,,,,,,,,,,,,,,,,,,,,,,,
x,Guven 2017,https://doi.org/10.1016/j.envpol.2017.01.025,,,net,,,marine,0.333,,0,,SPEED UNKNOWN,0.001404183,,18,,,,,,,,,,,,,,,,,,,,,,,averaged all concentrations measured (items/km2) and converted to L using 1/2 of frame submerged. Distance traveled or speed of vessel is unknown
x,Stolte 2015,https://doi.org/10.1016/j.marpolbul.2015.07.022,,,grab,,,marine,0.055,,7.5,,,Looks only at fiber concentration,,3,,,,,,,,,,,,,,,,,,,,,,,averaged range of sampling canister size (5-10)
x,Frias 2014,https://doi.org/10.1016/j.marenvres.2014.01.001,,,,,,,,,results not separated by method,,,0.00002125,,,,,,,,,,,,,,,,,,,,,,,,,
x,Kuklinski 2019,https://doi.org/10.1016/j.marpolbul.2019.110573,,,net,,,marine,0.3,,349755.5556,averaged,,Looks only at fiber concentration,,,,,stereomicroscope + flurescence,,,,,,,,,,,,,,,,,,,,Antactica
x,Sagawa 2018,https://doi.org/10.1016/j.marpolbul.2018.05.036,,,net,,,marine,0.35,mesh,,,5.6,ranges not consistent in paper,,4,,,stereomicroscope,FTIR,,,,,,,,1.5,polyethylene,polypropylene,,,Hiroshima Bay,,,,,,
x,Brunner 2015,https://doi-org.proxy.library.cornell.edu/10.1002/2015JC010840,,,,,,,,,,,,no real data,,,,,,,,,,,,,,,,,,,,,,,,,
x,Cincinelli 2018,https://doi.org/10.1016/j.trac.2018.10.026,,,,,,,,lit review of med sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,Lusher 2014,https://doi.org/10.1016/j.marpolbul.2014.08.023,,,,,,,,,,,,Subsurface (3m),,,,,,,,,,,,,,,,,,,,,,,,,
x,Rist 2020,https://doi.org/10.1016/j.envpol.2020.115248,,,net,,,marine,0.3,mesh,No net dimensions given,,,0.19,,5,,,,,,,,fiber,,0.5,0.75,,polyester,polyethylene,,,,,,,,,bongo net (i.e. 2 side by side circular plankton nets). atr-ftir. All samples looked at via ftir (not just subsample). Concentrations from supp materials table S3
x,Rist 2020,https://doi.org/10.1016/j.envpol.2020.115248,,,pump,,,marine,0.01,AT 5m DEPTH :(,,,,,,,,,stereomicroscope,FTIR,,,,,,,,,,,,,,,,,,,
x,Kanhai 2017,https://doi.org/10.1016/j.marpolbul.2016.12.025,,,,,,,,At 11m depth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,Enders 2015,https://doi.org/10.1016/j.marpolbul.2015.09.027,,,,,,,,integrates top 3m of surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,Cai 2018,https://doi.org/10.1016/j.scitotenv.2018.03.197,,,net,,,marine,SAMPLED AT 200m depth,,,,,0.000045,0.000093,,,,,,,,,,,,,,,,,,South China Sea,20.3207598,112.3735203,,,,
x,Lasee 2017,https://doi.org/10.1002/ieam.1915,,,grab,,,lake,0.105,sieve,3.5,given,,2.635714286,THAT’S MG/L!!!!,,,,,,,,,,,,,,,,,,,,,,,,IN MG/L
